referrer,views_total,views_unique
github.com,516,304
Google,164,78
yandex.ru,19,8
emailnuker.onrender.com,15,11
DuckDuckGo,9,4
Bing,7,5
yandex.com,5,3
t.me,2,2
facebook.com,2,2
github-com.translate.goog,2,1
