url_path,views_total,views_unique
/bagarrattaa/email-nuker,710,412
/bagarrattaa/email-nuker/blob/main/bomber.py,40,29
/bagarrattaa/email-nuker/blob/main/emailbomber.py,30,22
/bagarrattaa/email-nuker/issues,28,21
/bagarrattaa/email-nuker/blob/main/bomber.bin,20,16
/bagarrattaa/email-nuker/blob/main/README.md,18,11
/bagarrattaa/email-nuker/releases/tag/windows2.0,14,14
/bagarrattaa/email-nuker/issues/24,10,9
/bagarrattaa/email-nuker/blob/main/.github/workflows/dd.yml,8,7
/bagarrattaa/email-nuker/tree/main/.github/workflows,7,7
