referrer,views_total,views_unique
github.com,396,196
Google,259,155
emailnuker.herokuapp.com,35,18
l.facebook.com,8,2
errorsfind.com,4,3
DuckDuckGo,4,3
m.facebook.com,3,2
search.brave.com,2,2
search-drru.dt.dbankcloud.com,1,1
