referrer,views_total,views_unique
github.com,580,337
Google,164,77
pythonawesome.com,9,1
search.brave.com,7,5
Bing,7,4
DuckDuckGo,5,4
youtube.com,4,3
yandex.ru,3,3
cracked.io,1,1
shell.cloud.google.com,1,1
