url_path,views_total,views_unique
/bagarrattaa/email-nuker,762,506
/bagarrattaa/email-nuker/blob/main/bomber.py,60,45
/bagarrattaa/email-nuker/blob/main/emailbomber.py,49,38
/bagarrattaa/email-nuker/blob/main/bomber.bin,26,24
/bagarrattaa/email-nuker/issues,20,14
/bagarrattaa/email-nuker/blob/main/README.md,14,11
/bagarrattaa/email-nuker/releases/tag/windows2.0,13,10
/bagarrattaa/email-nuker/tree/main/.github/workflows,9,8
/bagarrattaa/email-nuker/issues/22,8,7
/bagarrattaa/email-nuker/find/main,8,6
