referrer,views_total,views_unique
github.com,531,248
Google,267,144
emailnuker.herokuapp.com,34,18
DuckDuckGo,17,11
errorsfind.com,5,4
Bing,5,1
search.brave.com,2,2
libhunt.com,1,1
bestpythonide.com,1,1
