referrer,views_total,views_unique
github.com,601,281
Google,210,98
emailnuker.herokuapp.com,12,7
Bing,11,3
DuckDuckGo,9,5
errorsfind.com,4,3
lm.facebook.com,2,1
github-com.translate.goog,1,1
