referrer,views_total,views_unique
github.com,440,237
Google,315,170
emailnuker.herokuapp.com,36,21
DuckDuckGo,13,9
errorsfind.com,8,7
search.brave.com,2,2
Bing,2,1
bestpythonide.com,1,1
libhunt.com,1,1
