url_path,views_total,views_unique
/bagarrattaa/email-nuker,763,476
/bagarrattaa/email-nuker/blob/main/bomber.py,36,26
/bagarrattaa/email-nuker/blob/main/emailbomber.py,25,20
/bagarrattaa/email-nuker/blob/main/bomber.bin,23,20
/bagarrattaa/email-nuker/issues,15,12
/bagarrattaa/email-nuker/releases/tag/windows2.0,11,10
/bagarrattaa/email-nuker/tree/main/.github/workflows,9,8
/bagarrattaa/email-nuker/blob/main/README.md,9,6
/bagarrattaa/email-nuker/find/main,8,8
/bagarrattaa/email-nuker/search,7,6
