referrer,views_total,views_unique
github.com,476,245
Google,301,160
emailnuker.herokuapp.com,40,21
DuckDuckGo,19,12
errorsfind.com,5,4
Bing,5,1
search.brave.com,2,2
libhunt.com,1,1
bestpythonide.com,1,1
