referrer,views_total,views_unique
github.com,429,249
Google,112,55
yandex.ru,18,14
DuckDuckGo,15,8
emailnuker.onrender.com,5,5
Bing,4,4
search-drru.dt.dbankcloud.com,4,1
yandex.by,2,1
yandex.kz,1,1
errorsfind.com,1,1
