url_path,views_total,views_unique
/bagarrattaa/email-nuker,666,446
/bagarrattaa/email-nuker/issues,44,29
/bagarrattaa/email-nuker/blob/main/bomber.py,34,30
/bagarrattaa/email-nuker/blob/main/emailbomber.py,29,23
/bagarrattaa/email-nuker/issues/15,21,17
/bagarrattaa/email-nuker/blob/main/bomber.bin,19,17
/bagarrattaa/email-nuker/releases/tag/windows2.0,15,11
/bagarrattaa/email-nuker/blob/main/README.md,10,7
/bagarrattaa/email-nuker/find/main,8,6
/bagarrattaa/email-nuker/tree/main/.github/workflows,7,7
