referrer,views_total,views_unique
github.com,423,241
Google,204,86
search.brave.com,12,7
Bing,4,3
DuckDuckGo,4,3
pythonrepo.com,4,1
github-com.translate.goog,1,1
pythonawesome.com,1,1
yandex.ru,1,1
m.facebook.com,1,1
