referrer,views_total,views_unique
github.com,631,327
Google,190,78
emailnuker.onrender.com,51,27
DuckDuckGo,11,6
shell.cloud.google.com,5,1
Bing,3,2
Yahoo,3,1
yandex.ru,2,2
search.brave.com,1,1
fr.search.yahoo.com,1,1
