time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-22 00:00:00+00:00,13,11,58,37
2023-04-23 00:00:00+00:00,7,7,51,32
2023-04-24 00:00:00+00:00,12,11,74,43
2023-04-25 00:00:00+00:00,11,11,82,48
2023-04-26 00:00:00+00:00,11,9,86,58
2023-04-27 00:00:00+00:00,10,10,81,43
2023-04-28 00:00:00+00:00,9,8,72,37
2023-04-29 00:00:00+00:00,10,10,77,38
2023-04-30 00:00:00+00:00,8,8,54,38
2023-05-01 00:00:00+00:00,14,12,57,34
2023-05-02 00:00:00+00:00,8,8,75,39
2023-05-03 00:00:00+00:00,12,12,40,23
2023-05-04 00:00:00+00:00,5,5,73,45
2023-05-05 00:00:00+00:00,3,3,56,26
