referrer,views_total,views_unique
github.com,464,260
Google,198,87
search.brave.com,12,5
pythonrepo.com,4,1
Bing,3,2
m.facebook.com,1,1
pythonawesome.com,1,1
DuckDuckGo,1,1
yandex.ru,1,1
yandex.com,1,1
