referrer,views_total,views_unique
github.com,535,266
Google,215,96
emailnuker.onrender.com,34,16
Bing,10,6
DuckDuckGo,6,4
yandex.ru,4,4
github-com.translate.goog,3,1
l.facebook.com,3,1
Yahoo,3,1
facebook.com,2,2
