referrer,views_total,views_unique
github.com,442,271
Google,186,87
DuckDuckGo,8,6
yandex.ru,8,5
yandex.com,4,2
t.me,3,3
emailnuker.onrender.com,3,3
search.brave.com,2,1
Yahoo,1,1
