referrer,views_total,views_unique
github.com,606,334
Google,154,72
emailnuker.onrender.com,21,11
DuckDuckGo,18,13
Bing,11,5
shell.cloud.google.com,5,1
Yahoo,3,1
fr.search.yahoo.com,1,1
