referrer,views_total,views_unique
github.com,663,375
Google,178,92
youtube.com,40,7
Bing,9,4
yandex.ru,2,2
DuckDuckGo,2,2
awesomeopensource.com,1,1
search.brave.com,1,1
alohafind.com,1,1
