url_path,views_total,views_unique
/bagarrattaa/email-nuker,674,421
/bagarrattaa/email-nuker/blob/main/bomber.py,29,22
/bagarrattaa/email-nuker/blob/main/emailbomber.py,28,23
/bagarrattaa/email-nuker/issues,27,14
/bagarrattaa/email-nuker/blob/main/README.md,14,11
/bagarrattaa/email-nuker/blob/main/bomber.bin,12,11
/bagarrattaa/email-nuker/find/main,12,10
/bagarrattaa/email-nuker/blob/main/.github/workflows/dd.yml,8,5
/bagarrattaa/email-nuker/releases/tag/windows2.0,6,6
/bagarrattaa/email-nuker/tree/main/.github/workflows,6,4
