time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-20 00:00:00+00:00,15,12,64,43
2023-03-21 00:00:00+00:00,13,9,100,44
2023-03-22 00:00:00+00:00,8,7,76,37
2023-03-23 00:00:00+00:00,10,9,87,38
2023-03-24 00:00:00+00:00,9,8,97,43
2023-03-25 00:00:00+00:00,1,1,81,37
2023-03-26 00:00:00+00:00,6,5,52,27
2023-03-27 00:00:00+00:00,10,9,56,31
2023-03-28 00:00:00+00:00,7,6,54,34
2023-03-29 00:00:00+00:00,11,10,88,46
2023-03-30 00:00:00+00:00,12,11,58,37
2023-03-31 00:00:00+00:00,15,11,74,42
2023-04-01 00:00:00+00:00,5,5,80,37
2023-04-02 00:00:00+00:00,6,6,65,34
