referrer,views_total,views_unique
github.com,425,216
Google,280,159
emailnuker.herokuapp.com,31,18
errorsfind.com,9,5
search.brave.com,3,2
DuckDuckGo,3,2
m.facebook.com,2,1
search-drru.dt.dbankcloud.com,1,1
