referrer,views_total,views_unique
github.com,600,278
Google,240,124
emailnuker.herokuapp.com,24,11
DuckDuckGo,16,9
errorsfind.com,5,4
Bing,5,1
search.brave.com,2,2
bestpythonide.com,1,1
