referrer,views_total,views_unique
github.com,547,272
Google,206,111
search.brave.com,14,2
Bing,9,4
errorsfind.com,4,3
lm.facebook.com,2,1
emailnuker.herokuapp.com,1,1
github-com.translate.goog,1,1
