referrer,views_total,views_unique
github.com,596,322
Google,182,77
emailnuker.onrender.com,46,23
DuckDuckGo,14,8
shell.cloud.google.com,5,1
Bing,3,2
Yahoo,3,1
yandex.ru,2,2
fr.search.yahoo.com,1,1
