referrer,views_total,views_unique
github.com,377,194
Google,314,154
emailnuker.herokuapp.com,34,14
email-nuker.herokuapp.com,8,3
l.facebook.com,8,2
DuckDuckGo,5,4
Bing,5,2
googleweblight.com,4,1
search.brave.com,3,2
errorsfind.com,3,1
