referrer,views_total,views_unique
github.com,495,271
Google,189,101
emailnuker.herokuapp.com,28,17
search.brave.com,14,3
Bing,5,4
DuckDuckGo,4,4
itexpertz.net,1,1
yandex.ru,1,1
Yahoo,1,1
