referrer,views_total,views_unique
github.com,576,271
Google,224,106
Bing,13,4
DuckDuckGo,8,4
errorsfind.com,4,3
lm.facebook.com,2,1
emailnuker.herokuapp.com,1,1
github-com.translate.goog,1,1
