url_path,views_total,views_unique
/bagarrattaa/email-nuker,740,430
/bagarrattaa/email-nuker/blob/main/bomber.py,43,31
/bagarrattaa/email-nuker/blob/main/emailbomber.py,36,28
/bagarrattaa/email-nuker/issues,27,21
/bagarrattaa/email-nuker/blob/main/bomber.bin,17,14
/bagarrattaa/email-nuker/blob/main/README.md,14,10
/bagarrattaa/email-nuker/releases/tag/windows2.0,11,11
/bagarrattaa/email-nuker/search,11,5
/bagarrattaa/email-nuker/tree/main/.github/workflows,10,9
/bagarrattaa/email-nuker/blob/main/.github/workflows/dd.yml,10,8
