referrer,views_total,views_unique
github.com,522,262
Google,189,106
search.brave.com,14,2
emailnuker.herokuapp.com,6,6
Bing,5,4
errorsfind.com,1,1
DuckDuckGo,1,1
github-com.translate.goog,1,1
