referrer,views_total,views_unique
github.com,475,237
Google,290,153
emailnuker.herokuapp.com,38,19
DuckDuckGo,18,12
errorsfind.com,5,4
Bing,5,1
search.brave.com,2,2
libhunt.com,1,1
bestpythonide.com,1,1
