referrer,views_total,views_unique
github.com,412,201
Google,333,157
emailnuker.herokuapp.com,33,14
email-nuker.herokuapp.com,10,4
DuckDuckGo,4,3
Bing,4,3
github-com.translate.goog,4,2
errorsfind.com,4,2
googleweblight.com,4,1
cracked.io,2,2
