url_path,views_total,views_unique
/bagarrattaa/email-nuker,939,523
/bagarrattaa/email-nuker/blob/main/bomber.py,51,33
/bagarrattaa/email-nuker/issues,51,19
/bagarrattaa/email-nuker/blob/main/emailbomber.py,34,30
/bagarrattaa/email-nuker/releases/tag/windows2.0,23,19
/bagarrattaa/email-nuker/blob/main/README.md,18,15
/bagarrattaa/email-nuker/blob/main/bomber.bin,17,15
/bagarrattaa/email-nuker/find/main,12,11
/bagarrattaa/email-nuker/issues/19,10,4
/bagarrattaa/email-nuker/tree/main/.github/workflows,8,8
