referrer,views_total,views_unique
github.com,388,199
Google,332,160
emailnuker.herokuapp.com,34,15
email-nuker.herokuapp.com,9,4
DuckDuckGo,4,3
Bing,4,3
errorsfind.com,4,2
googleweblight.com,4,1
search.brave.com,2,1
myip.diwork.com,1,1
