referrer,views_total,views_unique
github.com,537,308
Google,209,100
search.brave.com,8,2
DuckDuckGo,6,6
Bing,6,2
pythonrepo.com,4,1
pythonawesome.com,1,1
yandex.ru,1,1
yandex.com,1,1
m.facebook.com,1,1
