url_path,views_total,views_unique
/bagarrattaa/email-nuker,647,432
/bagarrattaa/email-nuker/blob/main/bomber.py,39,18
/bagarrattaa/email-nuker/blob/main/emailbomber.py,25,19
/bagarrattaa/email-nuker/blob/main/README.md,21,14
/bagarrattaa/email-nuker/issues,12,9
/bagarrattaa/email-nuker/releases/tag/windows2.0,9,8
/bagarrattaa/email-nuker/tree/main/.github/workflows,9,7
/bagarrattaa/email-nuker/find/main,8,8
/bagarrattaa/email-nuker/blob/main/bomber.bin,6,6
/bagarrattaa/email-nuker/blob/main/.github/workflows/dd.yml,6,6
