url_path,views_total,views_unique
/bagarrattaa/email-nuker,890,499
/bagarrattaa/email-nuker/issues,53,20
/bagarrattaa/email-nuker/blob/main/bomber.py,50,30
/bagarrattaa/email-nuker/blob/main/emailbomber.py,30,26
/bagarrattaa/email-nuker/blob/main/README.md,21,12
/bagarrattaa/email-nuker/blob/main/bomber.bin,19,17
/bagarrattaa/email-nuker/releases/tag/windows2.0,18,13
/bagarrattaa/email-nuker/find/main,11,9
/bagarrattaa/email-nuker/issues/19,11,5
/bagarrattaa/email-nuker/tree/main/.github/workflows,10,10
