referrer,views_total,views_unique
github.com,580,329
Google,161,73
emailnuker.onrender.com,24,13
DuckDuckGo,17,12
shell.cloud.google.com,5,1
Bing,3,2
Yahoo,3,1
fr.search.yahoo.com,1,1
yandex.ru,1,1
