referrer,views_total,views_unique
github.com,437,255
Google,138,65
yandex.ru,16,10
DuckDuckGo,12,5
emailnuker.onrender.com,10,8
Bing,7,5
search-drru.dt.dbankcloud.com,4,1
yandex.com,2,2
yandex.by,2,1
github-com.translate.goog,2,1
