time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-07 00:00:00+00:00,10,9,51,24
2023-01-08 00:00:00+00:00,1,1,67,22
2023-01-09 00:00:00+00:00,10,10,73,38
2023-01-10 00:00:00+00:00,12,9,89,50
2023-01-11 00:00:00+00:00,9,8,110,46
2023-01-12 00:00:00+00:00,10,10,66,36
2023-01-13 00:00:00+00:00,6,6,68,40
2023-01-14 00:00:00+00:00,12,12,67,40
2023-01-15 00:00:00+00:00,18,14,123,50
2023-01-16 00:00:00+00:00,12,11,83,44
2023-01-17 00:00:00+00:00,7,7,88,42
2023-01-18 00:00:00+00:00,10,7,81,45
2023-01-19 00:00:00+00:00,10,9,85,52
2023-01-20 00:00:00+00:00,16,14,69,43
