referrer,views_total,views_unique
github.com,617,327
Google,181,79
emailnuker.onrender.com,49,25
DuckDuckGo,13,7
shell.cloud.google.com,5,1
Bing,3,2
Yahoo,3,1
yandex.ru,2,2
search.brave.com,1,1
fr.search.yahoo.com,1,1
