referrer,views_total,views_unique
github.com,503,291
Google,217,98
search.brave.com,9,3
DuckDuckGo,4,4
pythonrepo.com,4,1
Bing,4,1
pythonawesome.com,1,1
yandex.ru,1,1
yandex.com,1,1
m.facebook.com,1,1
