referrer,views_total,views_unique
github.com,518,283
Google,191,115
emailnuker.herokuapp.com,17,3
search.brave.com,5,2
awesomeopensource.com,5,2
itexpertz.net,3,2
facebook.com,2,2
DuckDuckGo,2,2
Bing,2,1
googleweblight.com,2,1
