referrer,views_total,views_unique
github.com,409,238
Google,147,66
yandex.ru,21,13
DuckDuckGo,11,4
emailnuker.onrender.com,9,7
Bing,7,5
search-drru.dt.dbankcloud.com,4,1
yandex.by,2,1
github-com.translate.goog,2,1
t.me,1,1
