referrer,views_total,views_unique
github.com,366,208
Google,311,166
emailnuker.herokuapp.com,40,19
errorsfind.com,17,10
m.facebook.com,5,1
Bing,4,3
search.brave.com,2,1
cracked.io,2,1
l.facebook.com,1,1
DuckDuckGo,1,1
