url_path,views_total,views_unique
/bagarrattaa/email-nuker,549,375
/bagarrattaa/email-nuker/blob/main/bomber.py,27,16
/bagarrattaa/email-nuker/issues,19,16
/bagarrattaa/email-nuker/blob/main/emailbomber.py,18,11
/bagarrattaa/email-nuker/blob/main/README.md,16,11
/bagarrattaa/email-nuker/blob/main/bomber.bin,15,9
/bagarrattaa/email-nuker/tree/main/.github/workflows,12,6
/bagarrattaa/email-nuker/releases/tag/windows2.0,9,9
/bagarrattaa/email-nuker/find/main,8,8
/bagarrattaa/email-nuker/blob/main/.github/workflows/dd.yml,8,6
