referrer,views_total,views_unique
github.com,533,302
Google,202,101
search.brave.com,7,1
DuckDuckGo,6,6
Bing,6,2
pythonrepo.com,4,1
yandex.ru,2,2
pythonawesome.com,1,1
yandex.com,1,1
m.facebook.com,1,1
