referrer,views_total,views_unique
github.com,666,213
Google,360,159
email-nuker.herokuapp.com,102,41
Bing,9,1
errorsfind.com,8,5
DuckDuckGo,6,4
github-com.translate.goog,3,1
cracked.io,2,2
Yahoo,1,1
github.sre.pub,1,1
