referrer,views_total,views_unique
github.com,513,299
Google,159,73
yandex.ru,19,8
emailnuker.onrender.com,16,12
DuckDuckGo,8,3
Bing,7,5
yandex.com,5,3
t.me,2,2
facebook.com,2,2
github-com.translate.goog,2,1
