referrer,views_total,views_unique
github.com,425,246
Google,113,57
yandex.ru,18,14
linkedin.com,17,2
DuckDuckGo,15,8
Bing,5,5
emailnuker.onrender.com,5,5
search-drru.dt.dbankcloud.com,4,1
yandex.by,2,1
yandex.kz,1,1
