url_path,views_total,views_unique
/bagarrattaa/email-nuker,1047,526
/bagarrattaa/email-nuker/blob/main/bomber.py,107,67
/bagarrattaa/email-nuker/blob/main/emailbomber.py,83,57
/bagarrattaa/email-nuker/tree/main/.github/workflows,30,19
/bagarrattaa/email-nuker/blob/main/README.md,23,18
/bagarrattaa/email-nuker/issues,21,12
/bagarrattaa/email-nuker/releases/tag/v1.0.0,19,14
/bagarrattaa/email-nuker/find/main,19,8
/bagarrattaa/email-nuker/blob/main/.github/workflows/dd.yml,15,14
/bagarrattaa/email-nuker/commits,15,2
