url_path,views_total,views_unique
/bagarrattaa/email-nuker,697,416
/bagarrattaa/email-nuker/blob/main/bomber.py,38,28
/bagarrattaa/email-nuker/issues,36,27
/bagarrattaa/email-nuker/blob/main/emailbomber.py,26,20
/bagarrattaa/email-nuker/blob/main/bomber.bin,19,15
/bagarrattaa/email-nuker/issues/24,15,14
/bagarrattaa/email-nuker/blob/main/README.md,15,8
/bagarrattaa/email-nuker/releases/tag/windows2.0,14,14
/bagarrattaa/email-nuker/releases,6,5
/bagarrattaa/email-nuker/blob/main/.github/workflows/dd.yml,5,5
