referrer,views_total,views_unique
github.com,390,201
Google,319,160
emailnuker.herokuapp.com,41,18
email-nuker.herokuapp.com,8,3
l.facebook.com,8,2
DuckDuckGo,5,4
Bing,5,2
googleweblight.com,4,1
m.facebook.com,3,2
search.brave.com,3,2
