referrer,views_total,views_unique
github.com,379,207
Google,294,160
emailnuker.herokuapp.com,24,17
errorsfind.com,8,6
DuckDuckGo,6,5
m.facebook.com,5,1
Bing,3,2
cracked.io,2,1
l.facebook.com,1,1
libhunt.com,1,1
