referrer,views_total,views_unique
github.com,658,216
Google,367,162
email-nuker.herokuapp.com,114,45
cracked.io,18,3
Bing,9,1
errorsfind.com,8,5
DuckDuckGo,6,4
github.sre.pub,1,1
yandex.ru,1,1
Yahoo,1,1
