time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-02 00:00:00+00:00,8,8,75,39
2023-05-03 00:00:00+00:00,12,12,40,23
2023-05-04 00:00:00+00:00,5,5,73,45
2023-05-05 00:00:00+00:00,4,4,68,32
2023-05-06 00:00:00+00:00,5,5,77,32
2023-05-07 00:00:00+00:00,4,4,63,36
2023-05-08 00:00:00+00:00,8,8,79,51
2023-05-09 00:00:00+00:00,4,4,58,36
2023-05-10 00:00:00+00:00,6,6,59,37
2023-05-11 00:00:00+00:00,11,9,41,25
2023-05-12 00:00:00+00:00,8,8,61,34
2023-05-13 00:00:00+00:00,8,7,46,25
2023-05-14 00:00:00+00:00,7,7,41,20
2023-05-15 00:00:00+00:00,3,3,33,24
