referrer,views_total,views_unique
github.com,400,208
Google,241,138
emailnuker.herokuapp.com,42,19
l.facebook.com,8,2
DuckDuckGo,4,3
m.facebook.com,3,2
Bing,3,1
errorsfind.com,2,2
search.brave.com,2,2
search-drru.dt.dbankcloud.com,1,1
