url_path,views_total,views_unique
/bagarrattaa/email-nuker,751,504
/bagarrattaa/email-nuker/blob/main/bomber.py,63,46
/bagarrattaa/email-nuker/blob/main/emailbomber.py,51,39
/bagarrattaa/email-nuker/blob/main/bomber.bin,27,24
/bagarrattaa/email-nuker/issues,22,16
/bagarrattaa/email-nuker/blob/main/README.md,17,14
/bagarrattaa/email-nuker/releases/tag/windows2.0,13,10
/bagarrattaa/email-nuker/tree/main/.github/workflows,11,10
/bagarrattaa/email-nuker/find/main,9,7
/bagarrattaa/email-nuker/issues/22,8,7
