referrer,views_total,views_unique
github.com,586,345
Google,176,81
Bing,9,4
pythonawesome.com,9,1
search.brave.com,7,5
DuckDuckGo,6,4
yandex.ru,3,3
cracked.io,1,1
youtube.com,1,1
shell.cloud.google.com,1,1
