referrer,views_total,views_unique
github.com,599,312
Google,181,96
mail.google.com,4,1
search.brave.com,4,1
DuckDuckGo,2,2
yandex.ru,1,1
errorsfind.com,1,1
Bing,1,1
awesomeopensource.com,1,1
