referrer,views_total,views_unique
github.com,485,260
Google,217,104
emailnuker.onrender.com,41,19
Bing,10,6
DuckDuckGo,5,3
yandex.ru,3,3
github-com.translate.goog,3,1
Yahoo,3,1
l.facebook.com,3,1
facebook.com,2,2
