url_path,views_total,views_unique
/bagarrattaa/email-nuker,769,447
/bagarrattaa/email-nuker/blob/main/bomber.py,48,32
/bagarrattaa/email-nuker/blob/main/emailbomber.py,27,23
/bagarrattaa/email-nuker/blob/main/bomber.bin,27,22
/bagarrattaa/email-nuker/issues,15,12
/bagarrattaa/email-nuker/tree/main/.github/workflows,12,11
/bagarrattaa/email-nuker/blob/main/README.md,12,8
/bagarrattaa/email-nuker/releases/tag/windows2.0,8,8
/bagarrattaa/email-nuker/search,7,6
/bagarrattaa/email-nuker/find/main,5,5
