referrer,views_total,views_unique
github.com,611,349
Google,184,73
pythonawesome.com,9,1
Bing,7,4
search.brave.com,6,4
DuckDuckGo,5,3
yandex.ru,3,3
cracked.io,1,1
shell.cloud.google.com,1,1
